household_size,year,age_of_respondent,job_type,gender_of_respondent,education_level,country,relationship_with_head,cellphone_access,location_type,marital_status
3.0,2018.0,56.0,Other Income,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
9.0,2018.0,49.0,Self employed,Male,Secondary education,Uganda,Head of Household,No,Rural,Married/Living together
10.0,2018.0,19.0,Other Income,Female,Secondary education,Uganda,Parent,Yes,Urban,Single/Never Married
3.0,2018.0,45.0,No Income,Female,Primary education,Uganda,Head of Household,No,Rural,Widowed
2.0,2018.0,42.0,Other Income,Male,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
5.0,2018.0,27.0,Other Income,Female,Tertiary education,Uganda,Spouse,Yes,Urban,Married/Living together
1.0,2018.0,56.0,No Income,Female,Primary education,Uganda,Head of Household,Yes,Rural,Widowed
3.0,2018.0,28.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Rural,Divorced/Seperated
2.0,2018.0,20.0,Other Income,Female,No formal education,Uganda,Spouse,Yes,Urban,Married/Living together
5.0,2018.0,60.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Urban,Married/Living together
8.0,2018.0,31.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
6.0,2018.0,39.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
9.0,2018.0,25.0,Other Income,Male,Primary education,Uganda,Parent,No,Urban,Widowed
5.0,2018.0,30.0,Formally employed Private,Female,Vocational/Specialised training,Uganda,Head of Household,Yes,Urban,Single/Never Married
8.0,2018.0,47.0,Other Income,Male,No formal education,Uganda,Head of Household,Yes,Rural,Married/Living together
7.0,2018.0,36.0,Other Income,Female,Secondary education,Uganda,Spouse,Yes,Rural,Married/Living together
3.0,2018.0,21.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Urban,Single/Never Married
3.0,2018.0,23.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
3.0,2018.0,30.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
5.0,2018.0,24.0,Self employed,Female,No formal education,Uganda,Spouse,No,Rural,Married/Living together
1.0,2018.0,28.0,Other Income,Female,Tertiary education,Uganda,Head of Household,Yes,Urban,Single/Never Married
4.0,2018.0,16.0,Other Income,Male,Secondary education,Uganda,Parent,Yes,Urban,Single/Never Married
1.0,2018.0,20.0,Other Income,Male,Primary education,Uganda,Head of Household,Yes,Urban,Single/Never Married
10.0,2018.0,45.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
6.0,2018.0,52.0,Other Income,Female,No formal education,Uganda,Parent,No,Rural,Widowed
7.0,2018.0,31.0,Other Income,Female,Vocational/Specialised training,Uganda,Spouse,Yes,Urban,Married/Living together
2.0,2018.0,35.0,Formally employed Private,Male,Tertiary education,Uganda,Head of Household,Yes,Urban,Married/Living together
1.0,2018.0,60.0,No Income,Female,No formal education,Uganda,Head of Household,No,Rural,Widowed
2.0,2018.0,75.0,Self employed,Male,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
3.0,2018.0,24.0,No Income,Female,Primary education,Uganda,Spouse,Yes,Urban,Married/Living together
7.0,2018.0,32.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
6.0,2018.0,43.0,Self employed,Female,No formal education,Uganda,Spouse,Yes,Rural,Married/Living together
1.0,2018.0,23.0,Self employed,Female,Other/Dont know/RTA,Uganda,Head of Household,Yes,Rural,Single/Never Married
4.0,2018.0,23.0,Formally employed Private,Female,Tertiary education,Uganda,Other relative,Yes,Urban,Single/Never Married
1.0,2018.0,25.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Rural,Single/Never Married
8.0,2018.0,50.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Rural,Married/Living together
9.0,2018.0,18.0,Other Income,Male,Primary education,Uganda,Parent,No,Rural,Single/Never Married
6.0,2018.0,30.0,Self employed,Female,No formal education,Uganda,Spouse,Yes,Rural,Married/Living together
4.0,2018.0,65.0,No Income,Female,Secondary education,Uganda,Head of Household,Yes,Urban,Widowed
8.0,2018.0,52.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
3.0,2018.0,23.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
12.0,2018.0,38.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
10.0,2018.0,25.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
9.0,2018.0,19.0,Self employed,Male,Primary education,Uganda,Child,No,Rural,Single/Never Married
4.0,2018.0,20.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
3.0,2018.0,59.0,Self employed,Female,No formal education,Uganda,Head of Household,Yes,Rural,Divorced/Seperated
9.0,2018.0,33.0,Self employed,Female,No formal education,Uganda,Spouse,Yes,Rural,Married/Living together
8.0,2018.0,43.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
4.0,2018.0,28.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
6.0,2018.0,21.0,Formally employed Private,Female,Primary education,Uganda,Other non-relatives,Yes,Urban,Single/Never Married
5.0,2018.0,43.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
1.0,2018.0,45.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Urban,Single/Never Married
7.0,2018.0,25.0,Formally employed Private,Female,Vocational/Specialised training,Uganda,Parent,Yes,Urban,Single/Never Married
2.0,2018.0,40.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Rural,Widowed
5.0,2018.0,39.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
8.0,2018.0,43.0,Self employed,Female,No formal education,Uganda,Head of Household,No,Rural,Widowed
2.0,2018.0,20.0,No Income,Female,Primary education,Uganda,Spouse,No,Urban,Married/Living together
1.0,2018.0,48.0,Formally employed Private,Female,Primary education,Uganda,Head of Household,Yes,Rural,Divorced/Seperated
2.0,2018.0,53.0,Other Income,Male,No formal education,Uganda,Head of Household,No,Rural,Married/Living together
2.0,2018.0,44.0,Dont Know/Refuse to answer,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
5.0,2018.0,33.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Urban,Married/Living together
3.0,2018.0,20.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
12.0,2018.0,22.0,Formally employed Private,Female,Primary education,Uganda,Other relative,Yes,Urban,Divorced/Seperated
3.0,2018.0,28.0,Other Income,Female,Secondary education,Uganda,Spouse,Yes,Urban,Married/Living together
5.0,2018.0,50.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Urban,Widowed
1.0,2018.0,38.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Urban,Married/Living together
9.0,2018.0,30.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
6.0,2018.0,17.0,Other Income,Female,Secondary education,Uganda,Child,Yes,Rural,Single/Never Married
4.0,2018.0,22.0,Other Income,Male,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
8.0,2018.0,52.0,Other Income,Male,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
2.0,2018.0,65.0,Other Income,Female,Primary education,Uganda,Head of Household,Yes,Rural,Widowed
6.0,2018.0,30.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Rural,Married/Living together
6.0,2018.0,25.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
12.0,2018.0,41.0,Self employed,Female,Primary education,Uganda,Other relative,No,Rural,Widowed
3.0,2018.0,21.0,Other Income,Female,Secondary education,Uganda,Spouse,No,Rural,Married/Living together
4.0,2018.0,51.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
9.0,2018.0,34.0,Formally employed Private,Male,Secondary education,Uganda,Parent,Yes,Urban,Single/Never Married
2.0,2018.0,56.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Urban,Married/Living together
7.0,2018.0,45.0,Self employed,Female,Secondary education,Uganda,Head of Household,Yes,Rural,Divorced/Seperated
8.0,2018.0,66.0,No Income,Female,No formal education,Uganda,Head of Household,Yes,Urban,Widowed
14.0,2018.0,40.0,Self employed,Female,No formal education,Uganda,Spouse,No,Rural,Married/Living together
6.0,2018.0,18.0,Other Income,Female,Primary education,Uganda,Parent,No,Urban,Single/Never Married
3.0,2018.0,64.0,Self employed,Female,No formal education,Uganda,Spouse,Yes,Rural,Married/Living together
7.0,2018.0,39.0,Self employed,Female,Secondary education,Uganda,Spouse,Yes,Rural,Married/Living together
7.0,2018.0,37.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Rural,Married/Living together
3.0,2018.0,24.0,Self employed,Female,Secondary education,Uganda,Head of Household,Yes,Rural,Single/Never Married
9.0,2018.0,28.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
6.0,2018.0,30.0,Self employed,Female,Secondary education,Uganda,Spouse,Yes,Rural,Married/Living together
2.0,2018.0,23.0,Other Income,Male,Secondary education,Uganda,Other relative,Yes,Urban,Single/Never Married
6.0,2018.0,32.0,Self employed,Female,Primary education,Uganda,Parent,Yes,Rural,Divorced/Seperated
2.0,2018.0,24.0,No Income,Female,Other/Dont know/RTA,Uganda,Spouse,Yes,Urban,Married/Living together
4.0,2018.0,32.0,Other Income,Male,No formal education,Uganda,Head of Household,No,Rural,Married/Living together
3.0,2018.0,35.0,Dont Know/Refuse to answer,Female,Secondary education,Uganda,Head of Household,Yes,Rural,Married/Living together
5.0,2018.0,50.0,No Income,Female,No formal education,Uganda,Head of Household,No,Rural,Widowed
3.0,2018.0,30.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Urban,Divorced/Seperated
6.0,2018.0,33.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Urban,Married/Living together
4.0,2018.0,23.0,Dont Know/Refuse to answer,Female,Primary education,Uganda,Head of Household,Yes,Urban,Married/Living together
4.0,2018.0,26.0,Other Income,Male,Primary education,Uganda,Other relative,Yes,Urban,Single/Never Married
3.0,2018.0,23.0,Formally employed Private,Female,Primary education,Uganda,Head of Household,Yes,Urban,Single/Never Married
3.0,2018.0,22.0,Other Income,Female,Primary education,Uganda,Spouse,No,Urban,Married/Living together
2.0,2018.0,64.0,Other Income,Female,No formal education,Uganda,Spouse,No,Rural,Married/Living together
7.0,2018.0,53.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Urban,Married/Living together
4.0,2018.0,22.0,Self employed,Male,Primary education,Uganda,Other relative,Yes,Rural,Single/Never Married
1.0,2018.0,48.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Single/Never Married
6.0,2018.0,75.0,Other Income,Female,Primary education,Uganda,Head of Household,Yes,Rural,Widowed
1.0,2018.0,23.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Rural,Divorced/Seperated
6.0,2018.0,45.0,Other Income,Female,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
12.0,2018.0,20.0,Self employed,Female,Secondary education,Uganda,Spouse,Yes,Rural,Married/Living together
17.0,2018.0,70.0,Other Income,Female,Primary education,Uganda,Head of Household,Yes,Urban,Widowed
1.0,2018.0,23.0,Self employed,Female,Secondary education,Uganda,Head of Household,Yes,Urban,Single/Never Married
3.0,2018.0,21.0,Other Income,Male,Secondary education,Uganda,Head of Household,Yes,Urban,Single/Never Married
3.0,2018.0,65.0,Other Income,Female,No formal education,Uganda,Head of Household,No,Rural,Widowed
4.0,2018.0,29.0,No Income,Female,Secondary education,Uganda,Spouse,Yes,Urban,Married/Living together
7.0,2018.0,54.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
3.0,2018.0,21.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
3.0,2018.0,32.0,Other Income,Male,No formal education,Uganda,Head of Household,Yes,Urban,Married/Living together
3.0,2018.0,58.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Rural,Divorced/Seperated
7.0,2018.0,19.0,Other Income,Female,Secondary education,Uganda,Parent,Yes,Urban,Divorced/Seperated
1.0,2018.0,28.0,Self employed,Female,Secondary education,Uganda,Head of Household,Yes,Rural,Married/Living together
6.0,2018.0,63.0,Self employed,Female,No formal education,Uganda,Spouse,No,Rural,Married/Living together
6.0,2018.0,36.0,Self employed,Female,No formal education,Uganda,Head of Household,No,Rural,Divorced/Seperated
6.0,2018.0,30.0,Formally employed Private,Male,Tertiary education,Uganda,Head of Household,Yes,Urban,Married/Living together
2.0,2018.0,28.0,Formally employed Private,Male,Primary education,Uganda,Head of Household,Yes,Rural,Single/Never Married
8.0,2018.0,63.0,Self employed,Female,Secondary education,Uganda,Head of Household,Yes,Urban,Married/Living together
3.0,2018.0,23.0,Other Income,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
7.0,2018.0,58.0,Self employed,Female,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
1.0,2018.0,65.0,Other Income,Female,No formal education,Uganda,Head of Household,No,Urban,Divorced/Seperated
7.0,2018.0,67.0,Self employed,Female,No formal education,Uganda,Head of Household,No,Rural,Widowed
5.0,2018.0,19.0,No Income,Female,Primary education,Uganda,Parent,No,Rural,Single/Never Married
2.0,2018.0,46.0,Self employed,Female,Primary education,Uganda,Other relative,Yes,Urban,Divorced/Seperated
2.0,2018.0,55.0,Other Income,Female,No formal education,Uganda,Head of Household,No,Rural,Widowed
6.0,2018.0,26.0,Other Income,Male,Primary education,Uganda,Parent,Yes,Rural,Single/Never Married
4.0,2018.0,32.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Urban,Married/Living together
6.0,2018.0,28.0,Formally employed Private,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
6.0,2018.0,24.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
3.0,2018.0,20.0,Other Income,Male,Secondary education,Uganda,Other relative,Yes,Rural,Single/Never Married
4.0,2018.0,23.0,No Income,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
5.0,2018.0,32.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
3.0,2018.0,24.0,No Income,Female,No formal education,Uganda,Head of Household,No,Rural,Married/Living together
11.0,2018.0,40.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
3.0,2018.0,49.0,Formally employed Private,Male,Secondary education,Uganda,Head of Household,Yes,Urban,Divorced/Seperated
5.0,2018.0,30.0,Self employed,Male,Primary education,Uganda,Head of Household,No,Rural,Married/Living together
12.0,2018.0,49.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
6.0,2018.0,30.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
6.0,2018.0,35.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
6.0,2018.0,30.0,No Income,Female,Other/Dont know/RTA,Uganda,Spouse,Yes,Rural,Married/Living together
9.0,2018.0,39.0,Self employed,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
5.0,2018.0,30.0,Self employed,Female,Primary education,Uganda,Spouse,No,Rural,Married/Living together
3.0,2018.0,17.0,Other Income,Female,Primary education,Uganda,Spouse,Yes,Rural,Married/Living together
12.0,2018.0,19.0,Self employed,Female,Primary education,Uganda,Parent,No,Rural,Single/Never Married
6.0,2018.0,70.0,Self employed,Male,Primary education,Uganda,Head of Household,Yes,Rural,Married/Living together
4.0,2018.0,48.0,Self employed,Male,Secondary education,Uganda,Head of Household,Yes,Rural,Married/Living together
2.0,2018.0,60.0,Government Dependent,Female,No formal education,Uganda,Spouse,No,Rural,Married/Living together
